-305.909000 	 -1323.122000 	 -321.906563 	 -1323.401239
-305.734471 	 -1333.120482 	 -321.732034 	 -1333.399720
-305.559941 	 -1343.118964 	 -321.557504 	 -1343.398202
-305.385412 	 -1353.117445 	 -321.382975 	 -1353.396684
-305.210882 	 -1363.115927 	 -321.208445 	 -1363.395166
-305.036353 	 -1373.114409 	 -321.033916 	 -1373.393648
-304.861823 	 -1383.112891 	 -320.859386 	 -1383.392129
-304.687294 	 -1393.111373 	 -320.684857 	 -1393.390611
-304.512764 	 -1403.109854 	 -320.510327 	 -1403.389093
-304.338235 	 -1413.108336 	 -320.335798 	 -1413.387575
-304.163705 	 -1423.106818 	 -320.161268 	 -1423.386057
-303.989176 	 -1433.105300 	 -319.986739 	 -1433.384538
-303.814646 	 -1443.103782 	 -319.812209 	 -1443.383020
-303.640117 	 -1453.102263 	 -319.637680 	 -1453.381502
-303.465587 	 -1463.100745 	 -319.463150 	 -1463.379984
-303.291058 	 -1473.099227 	 -319.288621 	 -1473.378466
-303.116528 	 -1483.097709 	 -319.114091 	 -1483.376947
-302.941999 	 -1493.096191 	 -318.939562 	 -1493.375429
-302.767469 	 -1503.094673 	 -318.765032 	 -1503.373911
-302.592940 	 -1513.093154 	 -318.590503 	 -1513.372393
-302.418410 	 -1523.091636 	 -318.415973 	 -1523.370875
-302.243881 	 -1533.090118 	 -318.241444 	 -1533.369356
-302.069351 	 -1543.088600 	 -318.066914 	 -1543.367838
-301.894822 	 -1553.087082 	 -317.892385 	 -1553.366320
-301.720292 	 -1563.085563 	 -317.717855 	 -1563.364802
-301.545763 	 -1573.084045 	 -317.543326 	 -1573.363284
-301.371233 	 -1583.082527 	 -317.368796 	 -1583.361765
-301.196704 	 -1593.081009 	 -317.194267 	 -1593.360247
-301.022174 	 -1603.079491 	 -317.019738 	 -1603.358729
-300.847645 	 -1613.077972 	 -316.845208 	 -1613.357211
-300.673115 	 -1623.076454 	 -316.670679 	 -1623.355693
-300.498586 	 -1633.074936 	 -316.496149 	 -1633.354175
-300.324056 	 -1643.073418 	 -316.321620 	 -1643.352656
-300.149527 	 -1653.071900 	 -316.147090 	 -1653.351138
-299.974997 	 -1663.070381 	 -315.972561 	 -1663.349620
-299.800468 	 -1673.068863 	 -315.798031 	 -1673.348102
-299.625939 	 -1683.067345 	 -315.623502 	 -1683.346584
-299.451409 	 -1693.065827 	 -315.448972 	 -1693.345065
-299.276880 	 -1703.064309 	 -315.274443 	 -1703.343547
-299.102350 	 -1713.062790 	 -315.099913 	 -1713.342029
-298.927821 	 -1723.061272 	 -314.925384 	 -1723.340511
-298.753291 	 -1733.059754 	 -314.750854 	 -1733.338993
-298.578762 	 -1743.058236 	 -314.576325 	 -1743.337474
-298.404232 	 -1753.056718 	 -314.401795 	 -1753.335956
-298.229703 	 -1763.055199 	 -314.227266 	 -1763.334438
-298.055173 	 -1773.053681 	 -314.052736 	 -1773.332920
-297.880644 	 -1783.052163 	 -313.878207 	 -1783.331402
-297.706114 	 -1793.050645 	 -313.703677 	 -1793.329883
-297.531585 	 -1803.049127 	 -313.529148 	 -1803.328365
-297.357055 	 -1813.047609 	 -313.354618 	 -1813.326847
-297.182526 	 -1823.046090 	 -313.180089 	 -1823.325329
-297.007996 	 -1833.044572 	 -313.005559 	 -1833.323811
-296.833467 	 -1843.043054 	 -312.831030 	 -1843.322292
-296.658937 	 -1853.041536 	 -312.656500 	 -1853.320774
-296.484408 	 -1863.040018 	 -312.481971 	 -1863.319256
-296.309878 	 -1873.038499 	 -312.307441 	 -1873.317738
-296.135349 	 -1883.036981 	 -312.132912 	 -1883.316220
-295.960819 	 -1893.035463 	 -311.958382 	 -1893.314701
-295.786290 	 -1903.033945 	 -311.783853 	 -1903.313183
-295.611760 	 -1913.032427 	 -311.609323 	 -1913.311665
-295.437231 	 -1923.030908 	 -311.434794 	 -1923.310147
-295.262701 	 -1933.029390 	 -311.260265 	 -1933.308629
-295.088172 	 -1943.027872 	 -311.085735 	 -1943.307111
-294.913642 	 -1953.026354 	 -310.911206 	 -1953.305592
-294.739113 	 -1963.024836 	 -310.736676 	 -1963.304074
-294.564583 	 -1973.023317 	 -310.562147 	 -1973.302556
-294.390054 	 -1983.021799 	 -310.387617 	 -1983.301038
-294.215524 	 -1993.020281 	 -310.213088 	 -1993.299520
-294.040995 	 -2003.018763 	 -310.038558 	 -2003.298001
-293.866465 	 -2013.017245 	 -309.864029 	 -2013.296483
-293.691936 	 -2023.015726 	 -309.689499 	 -2023.294965
-293.517407 	 -2033.014208 	 -309.514970 	 -2033.293447
-293.342877 	 -2043.012690 	 -309.340440 	 -2043.291929
-293.168348 	 -2053.011172 	 -309.165911 	 -2053.290410
-292.993818 	 -2063.009654 	 -308.991381 	 -2063.288892
-292.819289 	 -2073.008136 	 -308.816852 	 -2073.287374
-292.644759 	 -2083.006617 	 -308.642322 	 -2083.285856
-292.470230 	 -2093.005099 	 -308.467793 	 -2093.284338
-292.295700 	 -2103.003581 	 -308.293263 	 -2103.282819
-292.121171 	 -2113.002063 	 -308.118734 	 -2113.281301
-291.946344 	 -2123.000538 	 -307.943823 	 -2123.284554
-291.724320 	 -2133.998279 	 -307.719729 	 -2134.381558
-291.389910 	 -2144.993101 	 -307.378242 	 -2145.604039
-290.854909 	 -2155.979855 	 -306.825675 	 -2156.946609
-290.031394 	 -2166.948563 	 -305.965547 	 -2168.398656
-288.832112 	 -2177.882314 	 -304.698999 	 -2179.941897
-287.179075 	 -2188.756850 	 -302.929826 	 -2191.570008
-285.051481 	 -2199.548235 	 -300.663941 	 -2203.048390
-282.453394 	 -2210.236107 	 -297.897615 	 -2214.416544
-279.389798 	 -2220.799962 	 -294.636152 	 -2225.652661
-275.866570 	 -2231.219536 	 -290.885810 	 -2236.735189
-271.890468 	 -2241.474840 	 -286.653783 	 -2247.642866
-267.469120 	 -2251.546203 	 -281.948189 	 -2258.354769
-262.611008 	 -2261.414303 	 -276.778055 	 -2268.850349
-257.325451 	 -2271.060211 	 -271.153300 	 -2279.109471
-251.622588 	 -2280.465423 	 -265.084712 	 -2289.112457
-245.513359 	 -2289.611896 	 -258.583934 	 -2298.840117
-239.009484 	 -2298.482085 	 -251.663436 	 -2308.273790
-232.123438 	 -2307.058975 	 -244.336494 	 -2317.395379
-224.868432 	 -2315.326111 	 -236.617163 	 -2326.187388
-217.258383 	 -2323.267636 	 -228.520251 	 -2334.632948
-209.307890 	 -2330.868314 	 -220.061291 	 -2342.715860
-201.032203 	 -2338.113565 	 -211.256509 	 -2350.420619
-192.447199 	 -2344.989491 	 -202.122797 	 -2357.732442
-183.569346 	 -2351.482901 	 -192.677674 	 -2364.637306
-174.415674 	 -2357.581339 	 -182.939260 	 -2371.121963
-165.003743 	 -2363.273107 	 -172.926237 	 -2377.173974
-155.351609 	 -2368.547285 	 -162.657812 	 -2382.781729
-145.477786 	 -2373.393756 	 -152.153683 	 -2387.934472
-135.401217 	 -2377.803224 	 -141.434001 	 -2392.622317
-125.141230 	 -2381.767228 	 -130.519329 	 -2396.836271
-114.717509 	 -2385.278166 	 -119.430605 	 -2400.568252
-104.150048 	 -2388.329302 	 -108.189101 	 -2403.811100
-93.459120 	 -2390.914783 	 -96.816381 	 -2406.558593
-82.665233 	 -2393.029649 	 -85.334262 	 -2408.805463
-71.789093 	 -2394.669844 	 -73.764770 	 -2410.547397
-61.377784 	 -2395.789349 	 -62.761930 	 -2411.729366
-50.403467 	 -2396.531406 	 -51.199149 	 -2412.511609
-39.410456 	 -2396.912612 	 -39.745061 	 -2412.909113
-28.411188 	 -2397.020872 	 -28.412921 	 -2413.020872
-17.411528 	 -2396.944438 	 -17.208858 	 -2412.943155
-6.412896 	 -2396.771646 	 -6.134311 	 -2412.769221
3.585632 	 -2396.596947 	 3.864870 	 -2412.594510
13.584111 	 -2396.422443 	 13.863350 	 -2412.420006
23.582591 	 -2396.247939 	 23.861829 	 -2412.245502
33.581070 	 -2396.073435 	 33.860309 	 -2412.070998
43.579550 	 -2395.898931 	 43.858788 	 -2411.896495
53.578029 	 -2395.724428 	 53.857268 	 -2411.721991
63.576509 	 -2395.549924 	 63.855748 	 -2411.547487
73.574989 	 -2395.375420 	 73.854227 	 -2411.372983
83.573468 	 -2395.200916 	 83.852707 	 -2411.198479
93.571948 	 -2395.026413 	 93.851186 	 -2411.023976
103.570427 	 -2394.851909 	 103.849666 	 -2410.849472
113.568907 	 -2394.677405 	 113.848145 	 -2410.674968
123.567386 	 -2394.502901 	 123.846625 	 -2410.500464
133.565866 	 -2394.328397 	 133.845105 	 -2410.325960
144.260215 	 -2394.140410 	 144.552204 	 -2410.137745
155.257697 	 -2393.906242 	 155.667488 	 -2409.900994
166.251779 	 -2393.548681 	 166.902708 	 -2409.535435
177.236986 	 -2392.983007 	 178.252127 	 -2408.950771
188.203028 	 -2392.124803 	 189.704795 	 -2408.054169
199.133000 	 -2390.890000 	 201.303120 	 -2406.742147
210.003251 	 -2389.210776 	 212.838350 	 -2404.957592
220.793232 	 -2387.075726 	 224.288291 	 -2402.689328
231.483840 	 -2384.488631 	 235.632670 	 -2399.941372
242.056143 	 -2381.454072 	 246.851398 	 -2396.718591
252.491422 	 -2377.977422 	 257.924611 	 -2393.026690
262.771200 	 -2374.064837 	 268.832702 	 -2388.872207
272.877273 	 -2369.723246 	 279.556356 	 -2384.262498
282.791749 	 -2364.960334 	 290.076585 	 -2379.205725
292.497070 	 -2359.784537 	 300.374762 	 -2373.710842
301.976053 	 -2354.205019 	 310.432651 	 -2367.787580
311.211914 	 -2348.231659 	 320.232444 	 -2361.446425
320.188297 	 -2341.875035 	 329.756788 	 -2354.698607
328.889311 	 -2335.146401 	 338.988818 	 -2347.556072
337.299546 	 -2328.057671 	 347.912188 	 -2340.031470
345.404113 	 -2320.621399 	 356.511097 	 -2332.138122
353.188659 	 -2312.850751 	 364.770319 	 -2323.890006
360.639402 	 -2304.759485 	 372.675231 	 -2315.301726
367.743149 	 -2296.361931 	 380.211835 	 -2306.388489
374.487321 	 -2287.672955 	 387.366785 	 -2297.166079
380.859976 	 -2278.707945 	 394.127414 	 -2287.650824
386.849830 	 -2269.482773 	 400.481750 	 -2277.859573
392.446278 	 -2260.013776 	 406.418541 	 -2267.809663
397.639410 	 -2250.317719 	 411.927276 	 -2257.518890
402.420030 	 -2240.411770 	 416.998201 	 -2247.005475
406.779674 	 -2230.313471 	 421.622336 	 -2236.288033
410.710622 	 -2220.040701 	 425.791494 	 -2225.385542
